run_id,command_tested,tick_delay,command_duration,junction_command_applied,early_command_applied,command_released,success,max_cte,waypoint_deviation
1,RIGHT,0,0,True,False,False,True,0.30222477809863413,
2,RIGHT,0,1,True,False,True,False,28.6673589270191,
3,RIGHT,0,2,True,False,True,True,1.9856122654202997,
4,RIGHT,0,3,True,False,True,False,6.474021175893324,
5,RIGHT,0,4,True,False,True,False,25.278365146030527,
6,RIGHT,0,5,True,False,True,False,35.82971854426049,
7,RIGHT,0,6,True,False,True,True,1.4267709392561059,
8,RIGHT,0,7,True,False,True,True,1.8197462852681991,
9,RIGHT,0,8,True,False,True,True,0.47567669030635856,
10,RIGHT,0,9,True,False,True,True,0.4864390048616332,
11,RIGHT,0,10,True,False,True,True,0.6131653010782574,
12,RIGHT,0,11,True,False,True,True,0.4721995384608571,
13,RIGHT,0,12,True,False,True,True,0.48245593565097233,
14,RIGHT,0,13,True,False,True,True,0.5220909222721828,
15,RIGHT,0,14,True,False,True,True,0.6368603747141365,
16,RIGHT,0,15,True,False,True,True,0.9122786819044828,
17,RIGHT,0,16,True,False,True,True,0.5656823587755156,
18,RIGHT,0,17,True,False,True,True,0.5479347078747154,
19,RIGHT,0,18,True,False,True,True,0.526648999322338,
20,RIGHT,0,19,True,False,True,True,0.5058898572534348,
21,RIGHT,0,20,True,False,True,True,0.49914340271163776,
22,RIGHT,0,21,True,False,True,True,0.6315265201618226,
23,RIGHT,0,22,True,False,True,True,0.5746068125004473,
24,RIGHT,0,23,True,False,True,True,0.5699830624251383,
25,RIGHT,0,24,True,False,True,True,0.4688894105017604,
26,RIGHT,0,25,True,False,True,True,0.574222418620877,
27,RIGHT,0,26,True,False,True,True,0.5424750284878442,
28,RIGHT,0,27,True,False,False,True,0.4808018965617999,
29,RIGHT,0,28,True,False,False,True,0.5763638863381079,
30,RIGHT,0,29,True,False,False,True,0.5424996624027291,
31,RIGHT,0,30,True,False,False,True,0.4880690748231902,
32,RIGHT,1,0,True,False,False,True,0.5557503048799205,
33,RIGHT,1,1,True,False,True,True,1.4244681103128836,
34,RIGHT,1,2,True,False,True,False,28.179775876733196,
35,RIGHT,1,3,True,False,True,False,35.8721249660229,
36,RIGHT,1,4,True,False,True,True,1.4917081108387589,
37,RIGHT,1,5,True,False,True,True,0.8675576331987761,
38,RIGHT,1,6,True,False,True,True,0.443245044141353,
39,RIGHT,1,7,True,False,True,True,0.8958814759114779,
40,RIGHT,1,8,True,False,True,True,0.46187166895707454,
41,RIGHT,1,9,True,False,True,True,0.45638436739641264,
42,RIGHT,1,10,True,False,True,True,0.45112714677525195,
43,RIGHT,1,11,True,False,True,True,0.6502851330730208,
44,RIGHT,1,12,True,False,True,True,0.5249143552402281,
45,RIGHT,1,13,True,False,True,True,0.5102205861297038,
46,RIGHT,1,14,True,False,True,True,0.4617536972017348,
47,RIGHT,1,15,True,False,True,True,0.4726063498964941,
48,RIGHT,1,16,True,False,True,True,0.5249299270820836,
49,RIGHT,1,17,True,False,True,True,0.6207291581866311,
50,RIGHT,1,18,True,False,True,True,0.4460060107680655,
51,RIGHT,1,19,True,False,True,True,0.4922810908602767,
52,RIGHT,1,20,True,False,True,True,0.617672554493877,
53,RIGHT,1,21,True,False,True,True,0.4783809679299923,
54,RIGHT,1,22,True,False,True,True,0.5252100561003863,
55,RIGHT,1,23,True,False,True,True,0.5543356168590899,
56,RIGHT,1,24,True,False,True,True,0.4680420907653703,
57,RIGHT,1,25,True,False,True,True,0.5784128734374875,
58,RIGHT,1,26,True,False,False,True,0.5174750004452503,
59,RIGHT,1,27,True,False,False,True,0.45927028951119436,
60,RIGHT,1,28,True,False,False,True,0.5617653208483963,
61,RIGHT,1,29,True,False,False,True,0.6374578266865596,
62,RIGHT,1,30,True,False,False,True,0.4623090027088877,
63,RIGHT,2,0,True,False,False,True,0.5408753564904963,
64,RIGHT,2,1,True,False,True,False,2.84896736533391,
65,RIGHT,2,2,True,False,True,True,1.7747452302084363,
66,RIGHT,2,3,True,False,True,True,1.3033668256495685,
67,RIGHT,2,4,True,False,True,True,0.6521408535692753,
68,RIGHT,2,5,True,False,True,True,0.8689000974546282,
69,RIGHT,2,6,True,False,True,True,0.5465275726265388,
70,RIGHT,2,7,True,False,True,True,0.6878105955667162,
71,RIGHT,2,8,True,False,True,True,0.45497915579035747,
72,RIGHT,2,9,True,False,True,True,0.4738064875125064,
73,RIGHT,2,10,True,False,True,True,0.553131913206009,
74,RIGHT,2,11,True,False,True,True,0.5220970636656228,
75,RIGHT,2,12,True,False,True,True,0.47391594036414225,
76,RIGHT,2,13,True,False,True,True,0.5326831816560251,
77,RIGHT,2,14,True,False,True,True,1.9812851629623847,
78,RIGHT,2,15,True,False,True,True,1.1656851989432087,
79,RIGHT,2,16,True,False,True,True,0.6169541101139826,
80,RIGHT,2,17,True,False,True,True,0.5854969803023999,
81,RIGHT,2,18,True,False,True,True,0.5695859956519609,
82,RIGHT,2,19,True,False,True,True,0.6692561370245664,
83,RIGHT,2,20,True,False,True,True,0.5316057871872608,
84,RIGHT,2,21,True,False,True,True,1.0188800247620124,
85,RIGHT,2,22,True,False,True,True,0.5192982104706935,
86,RIGHT,2,23,True,False,True,True,0.5290223886127967,
87,RIGHT,2,24,True,False,True,True,0.6048461136404255,
88,RIGHT,2,25,True,False,True,True,0.5201143861450541,
89,RIGHT,2,26,True,False,False,True,0.5349591018455144,
90,RIGHT,2,27,True,False,False,True,0.4834916644089802,
91,RIGHT,2,28,True,False,False,True,0.5897325715060717,
92,RIGHT,2,29,True,False,False,True,0.5744532442499523,
93,RIGHT,2,30,True,False,False,True,0.4651119426033288,
94,RIGHT,3,0,True,False,False,True,0.6079765574514557,
95,RIGHT,3,1,True,False,True,False,28.6718809080612,
96,RIGHT,3,2,True,False,True,False,35.62077116862479,
97,RIGHT,3,3,True,False,True,False,35.75187243378396,
98,RIGHT,3,4,True,False,True,True,1.3871957343100896,
99,RIGHT,3,5,True,False,True,True,1.5851129873399288,
100,RIGHT,3,6,True,False,True,True,0.619643478942376,
101,RIGHT,3,7,True,False,True,True,0.7564087658052796,
102,RIGHT,3,8,True,False,True,True,0.7535074703955809,
103,RIGHT,3,9,True,False,True,True,0.5512894142925817,
104,RIGHT,3,10,True,False,True,True,0.5044036021919736,
105,RIGHT,3,11,True,False,True,True,0.6619869937221624,
106,RIGHT,3,12,True,False,True,True,0.641403033295009,
107,RIGHT,3,13,True,False,True,True,0.6324210140312856,
108,RIGHT,3,14,True,False,True,True,0.680942743872104,
109,RIGHT,3,15,True,False,True,True,1.2601261621664612,
110,RIGHT,3,16,True,False,True,True,0.6559151948618043,
111,RIGHT,3,17,True,False,True,True,0.6119985870606001,
112,RIGHT,3,18,True,False,True,True,0.5204347095520805,
113,RIGHT,3,19,True,False,True,True,0.46972522008680806,
114,RIGHT,3,20,True,False,True,True,0.5522097635832309,
115,RIGHT,3,21,True,False,True,True,1.0216376776665415,
116,RIGHT,3,22,True,False,True,True,0.5764280025985627,
117,RIGHT,3,23,True,False,True,True,0.5982724223329096,
118,RIGHT,3,24,True,False,True,True,0.5869696826256494,
119,RIGHT,3,25,True,False,False,True,0.6019410507735954,
