tick,cte,waypoint_idx,distance_to_junction,speed,true_command,injected_command,approaching_junction,in_junction,passed_junction,junction_command_detected,junction_command_applied,early_command_applied,command_released,tick_counter,duration_counter,vehicle_x,vehicle_y,waypoint_x,waypoint_y,tick_delay,test_command,success,max_cte_during_run
1,-0.2995617663425951,31,17.499204816652817,2.408820390701294,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.57106018066406,54.18065643310547,-75.21649932861328,54.4395637512207,13,RIGHT,False,3.251397681742685
2,-0.4174835714464807,30,17.516432589526936,0.26251861453056335,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.54991912841797,54.06417465209961,-75.16658020019531,54.44240951538086,13,RIGHT,False,3.251397681742685
3,-0.4192892933414491,31,17.50128839483507,0.23917262256145477,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.56494140625,54.05989074707031,-75.21649932861328,54.4395637512207,13,RIGHT,False,3.251397681742685
4,-0.41548768685771814,31,17.469179898696936,0.42264291644096375,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.5970687866211,54.06003952026367,-75.21649932861328,54.4395637512207,13,RIGHT,False,3.251397681742685
5,-0.4096466533658309,32,17.418582694377633,0.5372706651687622,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.64769744873047,54.060325622558594,-75.26641845703125,54.43671417236328,13,RIGHT,False,3.251397681742685
6,-0.40319646408160215,34,17.35408351367988,0.6747098565101624,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.71224212646484,54.06085968017578,-75.36625671386719,54.43102264404297,13,RIGHT,False,3.251397681742685
7,-0.3958344943419464,35,17.273677625443856,0.8599697351455688,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.79270935058594,54.06166076660156,-75.41617584228516,54.42817306518555,13,RIGHT,False,3.251397681742685
8,-0.3866949993494798,37,17.177936927714832,1.003037691116333,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.8885269165039,54.062713623046875,-75.5160140991211,54.422481536865234,13,RIGHT,False,3.251397681742685
9,-0.3756044963919382,39,17.06942638449423,1.1252280473709106,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.99712371826172,54.0638427734375,-75.61585235595703,54.416786193847656,13,RIGHT,False,3.251397681742685
10,-0.3629999143337152,42,16.94386135341107,1.2966395616531372,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.122802734375,54.065555572509766,-75.76560974121094,54.40824508666992,13,RIGHT,False,3.251397681742685
