tick,cte,waypoint_idx,distance_to_junction,speed,true_command,injected_command,approaching_junction,in_junction,passed_junction,junction_command_detected,junction_command_applied,early_command_applied,command_released,tick_counter,duration_counter,vehicle_x,vehicle_y,waypoint_x,waypoint_y,tick_delay,test_command,success,max_cte_during_run
1,0.36659018731333776,33,17.39042579424706,2.86686110496521,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.72159576416016,54.90078353881836,-75.31633758544922,54.433868408203125,0,LEFT,False,1.2569079520231772
2,0.5506948725974546,35,17.285780648320202,1.384400486946106,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.83748626708984,55.03227996826172,-75.41617584228516,54.42817306518555,0,LEFT,False,1.2569079520231772
3,0.5656943056874087,38,17.145359197872512,1.4848666191101074,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.97866821289062,55.03487014770508,-75.56593322753906,54.41963195800781,0,LEFT,False,1.2569079520231772
4,0.5535642520606862,41,16.98915938916213,1.6293232440948486,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.13439178466797,55.02260208129883,-75.71569061279297,54.41109085083008,0,LEFT,False,1.2569079520231772
5,0.5363692128694568,44,16.818906866214554,1.7662312984466553,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.30390930175781,55.006771087646484,-75.86544799804688,54.402549743652344,0,LEFT,False,1.2569079520231772
6,0.5170118261248134,48,16.635232600459943,1.8981415033340454,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.48668670654297,54.98850631713867,-76.06511688232422,54.39116287231445,0,LEFT,False,1.2569079520231772
7,0.4952189875119294,52,16.43857685320953,2.02630615234375,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.68226623535156,54.967620849609375,-76.2647933959961,54.3797721862793,0,LEFT,False,1.2569079520231772
8,0.4706843380020714,56,16.229315720309835,2.1511666774749756,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.89025115966797,54.94388198852539,-76.46446990966797,54.368385314941406,0,LEFT,False,1.2569079520231772
9,0.44308654813410836,60,16.00779950600763,2.272921085357666,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.11026763916016,54.91701126098633,-76.66414642333984,54.356998443603516,0,LEFT,False,1.2569079520231772
10,0.42132939129784674,65,15.774049063065224,2.3924784660339355,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.34268188476562,54.8914680480957,-76.91374206542969,54.3427619934082,0,LEFT,False,1.2569079520231772
