tick,cte,waypoint_idx,distance_to_junction,speed,true_command,injected_command,approaching_junction,in_junction,passed_junction,junction_command_detected,junction_command_applied,early_command_applied,command_released,tick_counter,duration_counter,vehicle_x,vehicle_y,waypoint_x,waypoint_y,tick_delay,test_command,success,max_cte_during_run
1,0.3533655936227303,33,17.36948928197557,2.899204969406128,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.7427978515625,54.90332794189453,-75.31633758544922,54.433868408203125,13,LEFT,True,0.6622455664320631
2,0.5176049657637891,36,17.25376513091421,1.4165866374969482,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.86959838867188,55.03200149536133,-75.46609497070312,54.42532730102539,13,LEFT,True,0.6622455664320631
3,0.5229700194705734,38,17.105917102133446,1.54278564453125,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.01771545410156,55.02864074707031,-75.56593322753906,54.41963195800781,13,LEFT,True,0.6622455664320631
4,0.5117791820453614,42,16.941844014617438,1.696291446685791,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.18123626708984,55.01516342163086,-75.76560974121094,54.40824508666992,13,LEFT,True,0.6622455664320631
5,0.49902752089172003,45,16.76342182361937,1.830973744392395,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.35897064208984,54.99951171875,-75.91536712646484,54.39970397949219,13,LEFT,True,0.6622455664320631
6,0.48510776180968657,49,16.571514144965082,1.9658035039901733,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.5500717163086,54.98191452026367,-76.11504364013672,54.38831329345703,13,LEFT,True,0.6622455664320631
7,0.46972764155587926,53,16.36652848126982,2.095240592956543,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.75411987304688,54.962249755859375,-76.31471252441406,54.37692642211914,13,LEFT,True,0.6622455664320631
8,0.45268515801794806,57,16.148780355362007,2.222071886062622,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.97078704833984,54.94038391113281,-76.51438903808594,54.36553955078125,13,LEFT,True,0.6622455664320631
9,0.4337802569988059,62,15.91860843435993,2.3456244468688965,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.19972229003906,54.91618347167969,-76.76398468017578,54.35130310058594,13,LEFT,True,0.6622455664320631
10,0.4128573434508658,67,15.676344609101662,2.4658267498016357,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.44058227539062,54.88951873779297,-77.01358032226562,54.337066650390625,13,LEFT,True,0.6622455664320631
11,0.38977613001657996,72,15.422352832590917,2.582716703414917,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.6929931640625,54.86027145385742,-77.26317596435547,54.32283020019531,13,LEFT,True,0.6622455664320631
12,0.36435467014556994,77,15.15697317953802,2.6963295936584473,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.95660400390625,54.82830047607422,-77.51276397705078,54.308597564697266,13,LEFT,True,0.6622455664320631
13,0.3430190195296473,83,14.8803869790419,2.806640863418579,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.23151397705078,54.796875,-77.8122787475586,54.2915153503418,13,LEFT,True,0.6622455664320631
14,0.32302873011732963,88,14.593010590664129,2.913743734359741,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.51717376708984,54.76446533203125,-78.06187438964844,54.277278900146484,13,LEFT,True,0.6622455664320631
15,0.3017335833635847,94,14.295195238689814,3.0178399085998535,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.81315612792969,54.73017501831055,-78.36138916015625,54.260196685791016,13,LEFT,True,0.6622455664320631
16,0.279006429643467,100,13.987241073841487,3.1189749240875244,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.11915588378906,54.69392776489258,-78.66090393066406,54.24311447143555,13,LEFT,True,0.6622455664320631
17,0.25479656081054614,107,13.669437916388018,3.2171950340270996,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.43488311767578,54.655696868896484,-79.01033782958984,54.223182678222656,13,LEFT,True,0.6622455664320631
18,0.22906881003952717,113,13.342083696493917,3.3125550746917725,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.76004028320312,54.61545181274414,-79.30984497070312,54.20610046386719,13,LEFT,True,0.6622455664320631
19,0.2069689835763132,120,13.005376344586386,3.404832601547241,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.09465026855469,54.575897216796875,-79.6592788696289,54.18617248535156,13,LEFT,True,0.6622455664320631
20,0.18659297903155195,127,12.659634338483434,3.4945132732391357,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.43830871582031,54.53600311279297,-80.00871276855469,54.16624069213867,13,LEFT,True,0.6622455664320631
21,0.16578850858913236,134,12.305156571134694,3.5815539360046387,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.79066467285156,54.4951171875,-80.35814666748047,54.14631271362305,13,LEFT,True,0.6622455664320631
22,0.1444670793901567,141,11.942184505160354,3.6660261154174805,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-79.15147399902344,54.45318603515625,-80.70757293701172,54.126380920410156,13,LEFT,True,0.6622455664320631
23,0.12266041713057278,149,11.570985334178467,3.748249053955078,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-79.52047729492188,54.41028594970703,-81.10692596435547,54.103607177734375,13,LEFT,True,0.6622455664320631
24,0.10042099075845662,156,11.191952937455886,3.8263111114501953,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-79.89728546142578,54.366455078125,-81.45635986328125,54.083675384521484,13,LEFT,True,0.6622455664320631
25,0.07775711315557052,164,10.80559803823664,3.900082588195801,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-80.2813949584961,54.32176208496094,-81.855712890625,54.06089782714844,13,LEFT,True,0.6622455664320631
26,0.054659893232559896,172,10.41192520019335,3.9733996391296387,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-80.67280578613281,54.276214599609375,-82.25505828857422,54.038124084472656,13,LEFT,True,0.6622455664320631
27,0.031133087574308698,180,10.011046790136028,4.045000076293945,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-81.0714111328125,54.229827880859375,-82.65441131591797,54.01534652709961,13,LEFT,True,0.6622455664320631
28,0.013298954004346001,188,9.603087352644962,4.114072799682617,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-81.47731018066406,54.185829162597656,-83.05376434326172,53.99256896972656,13,LEFT,True,0.6622455664320631
29,-0.0007846928368654606,196,9.188255856791846,4.18143892288208,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-81.89022064208984,54.14328384399414,-83.45311737060547,53.969791412353516,13,LEFT,True,0.6622455664320631
30,-0.013682389512098044,204,8.766778284081772,4.246681213378906,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-82.30986022949219,54.10142135620117,-83.85246276855469,53.94701385498047,13,LEFT,True,0.6622455664320631
31,-0.025430375680526036,213,8.338866893560237,4.309883117675781,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-82.73601531982422,54.06026077270508,-84.3017349243164,53.921390533447266,13,LEFT,True,0.6622455664320631
32,-0.035983338407189,222,7.9047380025468295,4.371108531951904,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-83.16847229003906,54.0198860168457,-84.75100708007812,53.89576721191406,13,LEFT,True,0.6622455664320631
33,-0.04526762493004235,231,7.464553821802266,4.430415153503418,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-83.60707092285156,53.98037338256836,-85.20027160644531,53.87014389038086,13,LEFT,True,0.6622455664320631
34,-0.053249758410811907,239,7.0185360697743855,4.487857341766357,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-84.05158996582031,53.94178009033203,-85.59962463378906,53.84736633300781,13,LEFT,True,0.6622455664320631
35,-0.05983708152779216,248,6.566862510595258,4.54348611831665,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-84.5018539428711,53.904197692871094,-86.04889678955078,53.82174301147461,13,LEFT,True,0.6622455664320631
36,-0.06499567498448042,258,6.109700777840317,4.597351551055908,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-84.95769500732422,53.867679595947266,-86.54808807373047,53.79327392578125,13,LEFT,True,0.6622455664320631
37,-0.06865094725299382,267,5.64724999847397,4.649505138397217,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-85.41891479492188,53.83230209350586,-86.99735260009766,53.76764678955078,13,LEFT,True,0.6622455664320631
38,-0.07076352582273629,276,5.1796474203343905,4.69999361038208,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-85.8853759765625,53.79813003540039,-87.44662475585938,53.74202346801758,13,LEFT,True,0.6622455664320631
39,-0.07128227558498396,286,4.707059925830914,4.748866558074951,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-86.3569107055664,53.76521682739258,-87.94581604003906,53.71355438232422,13,LEFT,True,0.6622455664320631
40,-0.07015141769535807,295,4.2296779600278365,4.79616117477417,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-86.83332824707031,53.73363494873047,-88.39508056640625,53.687931060791016,13,LEFT,True,0.6622455664320631
41,-0.06732411355305419,305,3.7476069447434033,4.841897010803223,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-87.31452178955078,53.70343780517578,-88.89427185058594,53.65945816040039,13,LEFT,True,0.6622455664320631
42,-0.06276529493663828,315,3.2610432488635896,4.886146068572998,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-87.80029296875,53.6746711730957,-89.39346313476562,53.63098907470703,13,LEFT,True,0.6622455664320631
43,-0.05640749476966484,324,2.7701310522688587,4.928989887237549,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-88.29049682617188,53.64741134643555,-89.84272766113281,53.60536575317383,13,LEFT,True,0.6622455664320631
44,-0.05529028289031741,334,2.275051041774011,4.97029972076416,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-88.7848129272461,53.61797332763672,-90.3419189453125,53.5768928527832,13,LEFT,True,0.6622455664320631
45,-0.057536852168239776,344,1.77601349499322,5.010549068450928,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-89.28311157226562,53.58720016479492,-90.84111022949219,53.548423767089844,13,LEFT,True,0.6622455664320631
46,-0.05950966852416772,355,1.2746784523550319,5.002443313598633,LEFT,LANEFOLLOW,True,True,False,True,False,False,False,1,0,-89.78386688232422,53.55607223510742,-91.35790252685547,53.51894760131836,13,LEFT,True,0.6622455664320631
47,-0.0622314405264487,365,0.7756380808894191,4.99854040145874,LEFT,LANEFOLLOW,True,True,False,True,False,False,False,2,0,-90.28282165527344,53.52546310424805,-91.85708618164062,53.490474700927734,13,LEFT,True,0.6622455664320631
48,-0.06432265302997203,375,0.277985276001487,5.0094428062438965,LEFT,LANEFOLLOW,True,True,False,True,False,False,False,3,0,-90.78355407714844,53.49428939819336,-92.35627746582031,53.462005615234375,13,LEFT,True,0.6622455664320631
49,-0.06674852083095285,385,0.23750311229299428,5.03289794921875,LEFT,LANEFOLLOW,True,True,False,True,False,False,False,4,0,-91.28450012207031,53.46335983276367,-92.85546875,53.43353271484375,13,LEFT,True,0.6622455664320631
50,-0.06918478776703096,395,0.7353972149953808,5.040976047515869,LEFT,LANEFOLLOW,True,True,False,True,False,False,False,5,0,-91.78645324707031,53.43244552612305,-93.35465240478516,53.40506362915039,13,LEFT,True,0.6622455664320631
51,-0.07174584226265376,405,1.237877596693389,5.078640460968018,LEFT,LANEFOLLOW,True,True,False,True,False,False,False,6,0,-92.28892517089844,53.401424407958984,-93.85384368896484,53.376590728759766,13,LEFT,True,0.6622455664320631
52,-0.07430202166732852,415,1.740581911575458,5.050673007965088,LEFT,LANEFOLLOW,True,True,False,True,False,False,False,7,0,-92.79106903076172,53.37037658691406,-94.35303497314453,53.348121643066406,13,LEFT,True,0.6622455664320631
53,-0.07729770125600752,425,2.2407125561980994,5.102163314819336,LEFT,LANEFOLLOW,True,True,False,True,False,False,False,8,0,-93.29048919677734,53.33977508544922,-94.85222625732422,53.31965255737305,13,LEFT,True,0.6622455664320631
