run_id,command_tested,tick_delay,command_duration,junction_command_applied,early_command_applied,command_released,success,max_cte,waypoint_deviation
1,RIGHT,0,0,True,False,False,True,0.19660255510507296,
2,RIGHT,0,1,True,False,True,False,27.765672840168207,
3,RIGHT,0,2,True,False,True,False,8.117010884664914,
4,RIGHT,0,3,True,False,True,False,7.929377769992446,
5,RIGHT,0,4,True,False,True,False,2.359542298962696,
6,RIGHT,0,5,True,False,True,False,27.381793340647516,
7,RIGHT,0,6,True,False,True,False,6.998712568025603,
8,RIGHT,0,7,True,False,True,True,0.7438655170188224,
9,RIGHT,0,8,True,False,True,True,1.2012468650713137,
10,RIGHT,0,9,True,False,True,True,1.2350154337862418,
11,RIGHT,0,10,True,False,True,True,1.0875058899268069,
12,RIGHT,0,11,True,False,True,True,0.4545839797751156,
13,RIGHT,0,12,True,False,True,True,0.4972268606053424,
14,RIGHT,0,13,True,False,True,True,0.5160024024105414,
15,RIGHT,0,14,True,False,True,True,1.0804485853546357,
16,RIGHT,0,15,True,False,True,True,0.5297693327973056,
17,RIGHT,0,16,True,False,True,True,1.6125441961220512,
18,RIGHT,0,17,True,False,True,True,1.6265128176354942,
19,RIGHT,0,18,True,False,True,True,0.4970839845661877,
20,RIGHT,0,19,True,False,True,True,0.4734729729207628,
21,RIGHT,0,20,True,False,True,True,0.47701744848421573,
22,RIGHT,0,21,True,False,True,True,0.4747447349329453,
23,RIGHT,0,22,True,False,True,True,0.45322547904142957,
24,RIGHT,0,23,True,False,True,True,0.4497967846114462,
25,RIGHT,0,24,True,False,True,True,0.4628642489629431,
26,RIGHT,0,25,True,False,True,True,0.48428763276175635,
27,RIGHT,0,26,True,False,True,True,0.46132960198274814,
28,RIGHT,0,27,True,False,True,True,0.4766281736417942,
29,RIGHT,0,28,True,False,False,True,0.4614481173595623,
30,RIGHT,0,29,True,False,False,True,0.4727729881959314,
31,RIGHT,0,30,True,False,False,True,0.4692060088853211,
32,RIGHT,1,0,True,False,False,True,0.47371639800637344,
33,RIGHT,1,1,True,False,True,False,27.744333714145146,
34,RIGHT,1,2,True,False,True,False,35.5256129828128,
35,RIGHT,1,3,True,False,True,False,8.56612670225928,
36,RIGHT,1,4,True,False,True,False,2.1285433714826163,
37,RIGHT,1,5,True,False,True,False,27.653739447063554,
38,RIGHT,1,6,True,False,True,True,1.2142672207892946,
39,RIGHT,1,7,True,False,True,True,0.6460522895253199,
40,RIGHT,1,8,True,False,True,True,1.2745410816137095,
41,RIGHT,1,9,True,False,True,True,1.50734445222163,
42,RIGHT,1,10,True,False,True,True,1.5102520632472465,
43,RIGHT,1,11,True,False,True,True,0.49530664871083474,
44,RIGHT,1,12,True,False,True,True,1.7230038547392232,
45,RIGHT,1,13,True,False,True,True,0.5248969611070537,
46,RIGHT,1,14,True,False,True,True,0.5744059959090906,
47,RIGHT,1,15,True,False,True,True,1.113616059772715,
48,RIGHT,1,16,True,False,True,True,0.6037717679406825,
49,RIGHT,1,17,True,False,True,True,0.5494238317953342,
50,RIGHT,1,18,True,False,True,True,0.4618257809185205,
51,RIGHT,1,19,True,False,True,True,0.45229926831391226,
52,RIGHT,1,20,True,False,True,True,0.46769479481294823,
53,RIGHT,1,21,True,False,True,True,0.4786882475770928,
54,RIGHT,1,22,True,False,True,True,0.48572195622790165,
55,RIGHT,1,23,True,False,True,True,0.4722530904809366,
56,RIGHT,1,24,True,False,True,True,0.47430212300815094,
57,RIGHT,1,25,True,False,True,True,0.48394297956815757,
58,RIGHT,1,26,True,False,True,True,0.4730469472159727,
59,RIGHT,1,27,True,False,False,True,0.4796036103404619,
60,RIGHT,1,28,True,False,False,True,0.44942722597288703,
61,RIGHT,1,29,True,False,False,True,0.4805247921065553,
62,RIGHT,1,30,True,False,False,True,0.45383769540601365,
63,RIGHT,2,0,True,False,False,True,0.47518294412022866,
64,RIGHT,2,1,True,False,True,False,27.8091721626916,
65,RIGHT,2,2,True,False,True,False,8.125604962297109,
66,RIGHT,2,3,True,False,True,False,25.44341768853111,
67,RIGHT,2,4,True,False,True,False,34.81135397889846,
68,RIGHT,2,5,True,False,True,True,0.9629410182710848,
69,RIGHT,2,6,True,False,True,True,0.6509513874699574,
70,RIGHT,2,7,True,False,True,True,0.84891771809158,
