tick,cte,waypoint_idx,distance_to_junction,speed,true_command,injected_command,approaching_junction,in_junction,passed_junction,junction_command_detected,junction_command_applied,early_command_applied,command_released,tick_counter,duration_counter,vehicle_x,vehicle_y,waypoint_x,waypoint_y,tick_delay,test_command,success,max_cte_during_run
1,0.3662977279658773,33,17.380844375125328,2.8998312950134277,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.73136138916016,54.90274429321289,-75.31633758544922,54.433868408203125,3,LEFT,True,1.050046897376691
2,0.5477868368781303,35,17.271850924162926,1.3974677324295044,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.85163879394531,55.034236907958984,-75.41617584228516,54.42817306518555,3,LEFT,True,1.050046897376691
3,0.5603176639336699,38,17.13001168458549,1.4940215349197388,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.99412536621094,55.03544616699219,-75.56593322753906,54.41963195800781,3,LEFT,True,1.050046897376691
4,0.5474347230224583,41,16.973085002307666,1.6352624893188477,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.1505126953125,55.02242660522461,-75.71569061279297,54.41109085083008,3,LEFT,True,1.050046897376691
5,0.5294509902484553,44,16.802284511230663,1.7711454629898071,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.32051086425781,55.00580596923828,-75.86544799804688,54.402549743652344,3,LEFT,True,1.050046897376691
6,0.5092603478540119,48,16.61813408638265,1.9026354551315308,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.50369262695312,54.98670196533203,-76.06511688232422,54.39116287231445,3,LEFT,True,1.050046897376691
7,0.4945113742412485,52,16.420850952346715,2.0311739444732666,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.70018005371094,54.968994140625,-76.2647933959961,54.3797721862793,3,LEFT,True,1.050046897376691
8,0.48140575147586057,56,16.21088870692702,2.156123399734497,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.9093246459961,54.95048141479492,-76.46446990966797,54.368385314941406,3,LEFT,True,1.050046897376691
9,0.46682992052282546,61,15.988591664867503,2.277987241744995,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.13068389892578,54.930057525634766,-76.71406555175781,54.354148864746094,3,LEFT,True,1.050046897376691
10,0.4505492691311125,65,15.754279465599126,2.396843433380127,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.36392211914062,54.90755081176758,-76.91374206542969,54.3427619934082,3,LEFT,True,1.050046897376691
11,0.4324096747618629,70,15.508268096468774,2.5127458572387695,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.60871124267578,54.88283157348633,-77.16333770751953,54.32852554321289,3,LEFT,True,1.050046897376691
12,0.4122505243463706,75,15.25085017998752,2.6257214546203613,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.86474609375,54.85575866699219,-77.41293334960938,54.31428909301758,3,LEFT,True,1.050046897376691
13,0.3899668215881347,81,14.98232191512914,2.735793352127075,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.13172149658203,54.82622528076172,-77.71244049072266,54.29720687866211,3,LEFT,True,1.050046897376691
14,0.36538861721152405,86,14.702984612726889,2.842991590499878,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.4093246459961,54.79408645629883,-77.9620361328125,54.28297424316406,3,LEFT,True,1.050046897376691
15,0.3383853184533955,92,14.413156873904496,2.9473423957824707,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.69722747802734,54.75920867919922,-78.26155090332031,54.26588821411133,3,LEFT,True,1.050046897376691
16,0.31579599228453303,98,14.11293046012483,3.0491113662719727,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.99563598632812,54.72507095336914,-78.56106567382812,54.24880599975586,3,LEFT,True,1.050046897376691
17,0.2947962454774019,104,13.802706585428677,3.1479642391204834,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.30401611328125,54.69013977050781,-78.86058044433594,54.23172378540039,3,LEFT,True,1.050046897376691
