run_id,command_tested,tick_delay,command_duration,junction_command_applied,early_command_applied,command_released,success,max_cte,waypoint_deviation
1,LEFT,0,0,True,False,False,True,0.293861613466906,
2,LEFT,0,1,True,False,True,False,30.43334342399413,
3,LEFT,0,2,True,False,True,False,30.846861480887497,
4,LEFT,0,3,True,False,True,False,10.521202408259402,
5,LEFT,0,4,True,False,True,False,26.854270377273288,
6,LEFT,0,5,True,False,True,False,26.250012670735686,
7,LEFT,0,6,True,False,True,False,32.90625278269663,
8,LEFT,0,7,True,False,True,False,32.954706987707205,
9,LEFT,0,8,True,False,True,False,33.20337982865839,
10,LEFT,0,9,True,False,True,False,33.128092655630844,
11,LEFT,0,10,True,False,True,True,0.8112612118500598,
12,LEFT,0,11,True,False,True,True,0.6524586238584065,
13,LEFT,0,12,True,False,True,True,0.7780357383659958,
14,LEFT,0,13,True,False,True,True,0.8202028036288728,
15,LEFT,0,14,True,False,True,True,0.8023404723936033,
16,LEFT,0,15,True,False,True,True,0.566884335022513,
17,LEFT,0,16,True,False,True,True,0.8047066310237169,
18,LEFT,0,17,True,False,True,True,0.9262571237723004,
19,LEFT,0,18,True,False,True,True,0.8008611947975064,
20,LEFT,0,19,True,False,True,True,1.0074566027956493,
21,LEFT,0,20,True,False,True,True,0.7883878434801385,
22,LEFT,0,21,True,False,True,True,1.0512353453560876,
23,LEFT,0,22,True,False,True,True,0.7922534800053334,
24,LEFT,0,23,True,False,True,True,0.569441242198638,
25,LEFT,0,24,True,False,True,True,0.7831882470619089,
26,LEFT,0,25,True,False,True,True,0.8215101405194445,
27,LEFT,0,26,True,False,True,True,1.0495884363328392,
28,LEFT,0,27,True,False,True,True,1.034692297368811,
29,LEFT,0,28,True,False,True,True,0.5240553392877538,
30,LEFT,0,29,True,False,True,True,0.8110457844113903,
31,LEFT,0,30,True,False,True,True,0.5685959275493827,
32,LEFT,1,0,True,False,False,True,0.5565582717601115,
33,LEFT,1,1,True,False,True,False,11.225642667262996,
34,LEFT,1,2,True,False,True,False,10.469326880644159,
35,LEFT,1,3,True,False,True,False,23.012915892269824,
36,LEFT,1,4,True,False,True,False,10.556999854216444,
37,LEFT,1,5,True,False,True,False,22.631602182559217,
38,LEFT,1,6,True,False,True,False,33.03780645839956,
39,LEFT,1,7,True,False,True,False,33.365139117625866,
40,LEFT,1,8,True,False,True,False,33.0970509841412,
41,LEFT,1,9,True,False,True,True,0.617823759124038,
42,LEFT,1,10,True,False,True,True,0.593348973912544,
43,LEFT,1,11,True,False,True,True,0.7841399761574,
44,LEFT,1,12,True,False,True,True,0.8132779355445655,
45,LEFT,1,13,True,False,True,True,0.8419125840621304,
46,LEFT,1,14,True,False,True,True,0.5546725585942286,
47,LEFT,1,15,True,False,True,True,0.7876447764801616,
48,LEFT,1,16,True,False,True,True,0.8144969767190396,
49,LEFT,1,17,True,False,True,True,0.9146508030259806,
50,LEFT,1,18,True,False,True,True,1.0446924858501547,
51,LEFT,1,19,True,False,True,True,0.8146605463686281,
52,LEFT,1,20,True,False,True,True,0.9584598617728993,
53,LEFT,1,21,True,False,True,True,0.7865815669043883,
54,LEFT,1,22,True,False,True,True,1.0602084632767745,
55,LEFT,1,23,True,False,True,True,0.5787646243807507,
56,LEFT,1,24,True,False,True,True,0.7862096423103608,
57,LEFT,1,25,True,False,True,True,0.9202402565155182,
58,LEFT,1,26,True,False,True,True,0.5625565776591934,
59,LEFT,1,27,True,False,True,True,0.5636946124266686,
60,LEFT,1,28,True,False,True,True,0.5934168473625738,
61,LEFT,1,29,True,False,True,True,0.8014456457296443,
62,LEFT,1,30,True,False,True,True,0.8124294377637424,
63,LEFT,2,0,True,False,False,True,0.5629689832843316,
64,LEFT,2,1,True,False,True,False,30.456831142679846,
65,LEFT,2,2,True,False,True,False,10.46402442099602,
66,LEFT,2,3,True,False,True,False,22.587720487780455,
67,LEFT,2,4,True,False,True,False,10.60802613459647,
68,LEFT,2,5,True,False,True,False,22.740484631968652,
69,LEFT,2,6,True,False,True,False,33.14409635828516,
70,LEFT,2,7,True,False,True,False,33.18758084417907,
71,LEFT,2,8,True,False,True,False,33.453882394282225,
72,LEFT,2,9,True,False,True,True,0.5211424296888559,
73,LEFT,2,10,True,False,True,True,0.5236598381656771,
74,LEFT,2,11,True,False,True,True,0.7820487706461627,
75,LEFT,2,12,True,False,True,True,0.8006933722592408,
76,LEFT,2,13,True,False,True,True,0.5957336365047095,
77,LEFT,2,14,True,False,True,True,0.9942961364728169,
78,LEFT,2,15,True,False,True,True,0.9948756490599676,
79,LEFT,2,16,True,False,True,True,0.5751812112542348,
80,LEFT,2,17,True,False,True,True,0.5959272494863371,
81,LEFT,2,18,True,False,True,True,0.5884785141321937,
82,LEFT,2,19,True,False,True,True,0.8008331609432896,
83,LEFT,2,20,True,False,True,True,0.5569760356552962,
84,LEFT,2,21,True,False,True,True,0.834655446266019,
85,LEFT,2,22,True,False,True,True,0.7031673210905763,
86,LEFT,2,23,True,False,True,True,0.8200498298585429,
87,LEFT,2,24,True,False,True,True,0.7204406069089323,
88,LEFT,2,25,True,False,True,True,0.7799409699057704,
89,LEFT,2,26,True,False,True,True,0.7827206795450183,
90,LEFT,2,27,True,False,True,True,0.7255970031963394,
91,LEFT,2,28,True,False,True,True,0.7102065795061625,
92,LEFT,2,29,True,False,True,True,0.8088556332756873,
93,LEFT,2,30,True,False,True,True,0.5592916384075871,
94,LEFT,3,0,True,False,False,True,0.5853795679339625,
95,LEFT,3,1,True,False,True,False,30.50266571683603,
96,LEFT,3,2,True,False,True,False,10.643371206221925,
97,LEFT,3,3,True,False,True,False,10.737043306862073,
98,LEFT,3,4,True,False,True,False,23.37830011468834,
99,LEFT,3,5,True,False,True,False,33.07913592073757,
100,LEFT,3,6,True,False,True,False,33.180809065043604,
101,LEFT,3,7,True,False,True,True,0.7892180403948182,
102,LEFT,3,8,True,False,True,True,0.595385618083719,
103,LEFT,3,9,True,False,True,True,0.8256856729566094,
104,LEFT,3,10,True,False,True,True,0.923565130336814,
105,LEFT,3,11,True,False,True,True,0.7427462304831353,
106,LEFT,3,12,True,False,True,True,0.8041388010045214,
107,LEFT,3,13,True,False,True,True,0.5996635981978189,
108,LEFT,3,14,True,False,True,True,0.8225678077969159,
109,LEFT,3,15,True,False,True,True,0.7837304726797101,
110,LEFT,3,16,True,False,True,True,0.8637684680860016,
111,LEFT,3,17,True,False,True,True,0.9117948826561663,
112,LEFT,3,18,True,False,True,True,0.5319539996769337,
113,LEFT,3,19,True,False,True,True,0.7466636490265613,
114,LEFT,3,20,True,False,True,True,0.7777472697375927,
115,LEFT,3,21,True,False,True,True,1.0506957984960132,
116,LEFT,3,22,True,False,True,True,0.7785872148171296,
117,LEFT,3,23,True,False,True,True,1.0767510833156397,
118,LEFT,3,24,True,False,True,True,0.8754686394755059,
119,LEFT,3,25,True,False,True,True,0.8559475348231207,
120,LEFT,3,26,True,False,True,True,0.5467541744754394,
121,LEFT,3,27,True,False,True,True,0.7675952331571066,
122,LEFT,3,28,True,False,True,True,0.5605887318841688,
123,LEFT,3,29,True,False,True,True,0.5907446756364101,
124,LEFT,3,30,True,False,True,True,0.5880472946331984,
125,LEFT,4,0,True,False,False,True,0.5540177229869704,
126,LEFT,4,1,True,False,True,False,10.479239918087854,
127,LEFT,4,2,True,False,True,False,10.486668680604046,
128,LEFT,4,3,True,False,True,False,23.239507815134584,
129,LEFT,4,4,True,False,True,False,33.1327861995808,
