tick,cte,waypoint_idx,distance_to_junction,speed,true_command,injected_command,approaching_junction,in_junction,passed_junction,junction_command_detected,junction_command_applied,early_command_applied,command_released,tick_counter,duration_counter,vehicle_x,vehicle_y,waypoint_x,waypoint_y,tick_delay,test_command,success,max_cte_during_run
1,0.010860668709393563,40,16.908281558879626,5.118060111999512,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.17817687988281,54.50992202758789,-75.76560974121094,54.40824508666992,13,RIGHT,False,35.58814111043301
2,0.011512000251119888,52,16.399915812181664,5.04434061050415,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.68583679199219,54.4830322265625,-76.2647933959961,54.3797721862793,13,RIGHT,False,35.58814111043301
3,0.013692019883183441,62,15.892410703382387,5.1072468757629395,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.19248962402344,54.45363235473633,-76.76398468017578,54.35130310058594,13,RIGHT,False,35.58814111043301
4,0.013486006738617651,72,15.382560678859058,5.120510101318359,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.7015380859375,54.42504119873047,-77.26317596435547,54.32283020019531,13,RIGHT,False,35.58814111043301
5,0.011259947449779942,82,14.876613716884854,5.116494655609131,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.20669555664062,54.39677047729492,-77.76235961914062,54.29436111450195,13,RIGHT,False,35.58814111043301
6,0.011050539451273806,92,14.368474674523705,5.0187859535217285,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.71395111083984,54.36681365966797,-78.26155090332031,54.26588821411133,13,RIGHT,False,35.58814111043301
7,0.012102908535124588,103,13.859037038079519,5.140375137329102,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.2225341796875,54.337318420410156,-78.81066131591797,54.23457336425781,13,RIGHT,False,35.58814111043301
8,0.01005204284934393,113,13.351641401114575,5.126795768737793,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.7291259765625,54.30875778198242,-79.30984497070312,54.20610046386719,13,RIGHT,False,35.58814111043301
9,0.009826454483145777,123,12.842691679067757,5.023236274719238,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.23719024658203,54.278743743896484,-79.80903625488281,54.17763137817383,13,RIGHT,False,35.58814111043301
10,0.01185407825862741,133,12.33524332237886,5.138434410095215,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.74376678466797,54.24900817871094,-80.3082275390625,54.1491584777832,13,RIGHT,False,35.58814111043301
