tick,cte,waypoint_idx,distance_to_junction,speed,true_command,injected_command,approaching_junction,in_junction,passed_junction,junction_command_detected,junction_command_applied,early_command_applied,command_released,tick_counter,duration_counter,vehicle_x,vehicle_y,waypoint_x,waypoint_y,tick_delay,test_command,success,max_cte_during_run
1,0.35354079341384675,33,17.379520784160416,2.8531177043914795,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.73259735107422,54.901580810546875,-75.31633758544922,54.433868408203125,5,LEFT,True,1.061710848843198
2,0.5192584821223096,35,17.273251818687495,1.3354661464691162,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.84986877441406,55.030052185058594,-75.41617584228516,54.42817306518555,5,LEFT,True,1.061710848843198
3,0.527061208261126,38,17.134131027401388,1.473623514175415,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.9893569946289,55.028221130371094,-75.56593322753906,54.41963195800781,5,LEFT,True,1.061710848843198
4,0.5178244334278813,41,16.979833510229213,1.6026463508605957,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.14317321777344,55.01598358154297,-75.71569061279297,54.41109085083008,5,LEFT,True,1.061710848843198
5,0.5073333623043176,44,16.81249811471954,1.7335618734359741,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.3099136352539,55.00187683105469,-75.86544799804688,54.402549743652344,5,LEFT,True,1.061710848843198
6,0.4958856284512504,48,16.632037995202957,1.8639525175094604,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.48968505859375,54.98612594604492,-76.06511688232422,54.39116287231445,5,LEFT,True,1.061710848843198
7,0.4832348835590057,52,16.43863352133772,1.992211103439331,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.68229675292969,54.96862030029297,-76.2647933959961,54.3797721862793,5,LEFT,True,1.061710848843198
8,0.4691576343095884,56,16.232538827004813,2.1177587509155273,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.88748168945312,54.949222564697266,-76.46446990966797,54.368385314941406,5,LEFT,True,1.061710848843198
9,0.45349456576200875,60,16.014064067021188,2.240422248840332,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.10491943359375,54.927825927734375,-76.66414642333984,54.356998443603516,5,LEFT,True,1.061710848843198
10,0.4360750462317143,65,15.783486260140185,2.360153913497925,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.33432006835938,54.90428924560547,-76.91374206542969,54.3427619934082,5,LEFT,True,1.061710848843198
11,0.41675599046284784,70,15.541114864315515,2.476949691772461,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.57536315917969,54.87849044799805,-77.16333770751953,54.32852554321289,5,LEFT,True,1.061710848843198
12,0.3953903877287215,75,15.287259205890848,2.5908288955688477,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.82772827148438,54.85029983520508,-77.41293334960938,54.31428909301758,5,LEFT,True,1.061710848843198
13,0.3718306672089022,80,15.022214783886877,2.7017996311187744,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.09111022949219,54.81959533691406,-77.66252899169922,54.30005645751953,5,LEFT,True,1.061710848843198
14,0.345955513943767,85,14.746299867831556,2.8098902702331543,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.36518096923828,54.7862434387207,-77.91211700439453,54.28582000732422,5,LEFT,True,1.061710848843198
15,0.31761422123042027,91,14.45979692805223,2.915123701095581,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.64965057373047,54.7501220703125,-78.21163177490234,54.26873779296875,5,LEFT,True,1.061710848843198
16,0.2935959603133493,97,14.16283113405613,3.0177628993988037,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.94468688964844,54.71468734741211,-78.51114654541016,54.25165557861328,5,LEFT,True,1.061710848843198
17,0.2710989725097036,103,13.855750715414917,3.1174752712249756,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.24980926513672,54.67839050292969,-78.81066131591797,54.23457336425781,5,LEFT,True,1.061710848843198
18,0.24726791247913052,109,13.538880545027862,3.2144298553466797,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.56461334228516,54.64026641845703,-79.11017608642578,54.217491149902344,5,LEFT,True,1.061710848843198
19,0.22702622331986283,116,13.212436623724702,3.3085529804229736,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.88909149169922,54.60285568237305,-79.45960235595703,54.19755935668945,5,LEFT,True,1.061710848843198
20,0.20843257927763328,123,12.876691619803369,3.400163412094116,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.22288513183594,54.56513595581055,-79.80903625488281,54.17763137817383,5,LEFT,True,1.061710848843198
21,0.18942420179831854,129,12.531935806659714,3.489158868789673,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.5656509399414,54.52645492553711,-80.10855102539062,54.16054916381836,5,LEFT,True,1.061710848843198
22,0.16993726084323274,136,12.178451196797145,3.5755929946899414,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.91710662841797,54.48680114746094,-80.4579849243164,54.14061737060547,5,LEFT,True,1.061710848843198
23,0.14997603679613722,144,11.816468697929192,3.6595144271850586,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-79.27702331542969,54.44618606567383,-80.85733032226562,54.11783981323242,5,LEFT,True,1.061710848843198
24,0.1295538247023331,151,11.446267512664743,3.740980386734009,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-79.64512634277344,54.4046516418457,-81.2067642211914,54.0979118347168,5,LEFT,True,1.061710848843198
25,0.10868409197124386,159,11.068064540415834,3.8200461864471436,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-80.02120208740234,54.36221694946289,-81.60611724853516,54.07513427734375,5,LEFT,True,1.061710848843198
26,0.08738572330240757,166,10.682107821014581,3.896768093109131,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-80.4050064086914,54.318904876708984,-81.95555114746094,54.055206298828125,5,LEFT,True,1.061710848843198
27,0.06566582209196868,174,10.288631508057609,3.9711551666259766,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-80.79631042480469,54.274749755859375,-82.35489654541016,54.03242874145508,5,LEFT,True,1.061710848843198
28,0.043543195974781214,182,9.887877111559856,4.04316520690918,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-81.19487762451172,54.229774475097656,-82.7542495727539,54.00965118408203,5,LEFT,True,1.061710848843198
29,0.02103377318883916,190,9.480080081035576,4.112906455993652,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-81.60047912597656,54.18401336669922,-83.15360260009766,53.986873626708984,5,LEFT,True,1.061710848843198
30,-0.0018542757284394412,199,9.06547521837729,4.180391788482666,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-82.01288604736328,54.13747787475586,-83.60286712646484,53.96125030517578,5,LEFT,True,1.061710848843198
31,-0.018816808669558274,207,8.64421509750723,4.245139122009277,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-82.43216705322266,54.09349822998047,-84.0022201538086,53.938472747802734,5,LEFT,True,1.061710848843198
32,-0.031847614093307275,215,8.21649522371703,4.3084306716918945,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-82.8580551147461,54.05113983154297,-84.40157318115234,53.91569900512695,5,LEFT,True,1.061710848843198
33,-0.04356373937223953,224,7.782542417577578,4.369746208190918,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-83.29026794433594,54.009613037109375,-84.85084533691406,53.890071868896484,5,LEFT,True,1.061710848843198
34,-0.05403594186971893,233,7.342545208569875,4.429132461547852,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-83.7286148071289,53.96892547607422,-85.30010986328125,53.86444854736328,5,LEFT,True,1.061710848843198
35,-0.06320252443799683,242,6.896665364999648,4.486642360687256,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-84.17293548583984,53.92914581298828,-85.74938201904297,53.83882522583008,5,LEFT,True,1.061710848843198
36,-0.07100600402061204,251,6.445148629952165,4.542330741882324,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-84.62298583984375,53.890350341796875,-86.19865417480469,53.813201904296875,5,LEFT,True,1.061710848843198
37,-0.07738999897162203,260,5.988149061075135,4.596247673034668,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-85.07861328125,53.85261535644531,-86.64791870117188,53.78757858276367,5,LEFT,True,1.061710848843198
38,-0.0822925809099944,269,5.525849932259832,4.648443698883057,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-85.53963470458984,53.81599807739258,-87.0971908569336,53.76195526123047,5,LEFT,True,1.061710848843198
39,-0.08567040615527458,279,5.058397063950313,4.6989665031433105,LANEFOLLOW,LANEFOLLOW,True,False,False,True,False,False,False,0,0,-86.00590515136719,53.78057098388672,-87.59638214111328,53.733482360839844,5,LEFT,True,1.061710848843198
