tick,cte,waypoint_idx,distance_to_junction,speed,true_command,injected_command,approaching_junction,in_junction,passed_junction,junction_command_detected,junction_command_applied,early_command_applied,command_released,tick_counter,duration_counter,vehicle_x,vehicle_y,waypoint_x,waypoint_y,tick_delay,test_command,success,max_cte_during_run
1,0.015502809066256633,40,16.911137980534185,5.123139381408691,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.1754150390625,54.51164245605469,-75.71569061279297,54.41109085083008,12,RIGHT,False,7.60112327714034
2,0.018633463901183478,52,16.402747844067804,5.019934177398682,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.68315887451172,54.485774993896484,-76.2647933959961,54.3797721862793,12,RIGHT,False,7.60112327714034
3,0.018317205721377287,62,15.893289470610014,5.139928340911865,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.19185638427734,54.45789337158203,-76.76398468017578,54.35130310058594,12,RIGHT,False,7.60112327714034
4,0.020756915414321123,72,15.386003673968663,5.125199794769287,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.69832611083984,54.42912292480469,-77.26317596435547,54.32283020019531,12,RIGHT,False,7.60112327714034
5,0.02136916372910485,82,14.877251451278743,5.0201616287231445,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.20633697509766,54.40159225463867,-77.76235961914062,54.29436111450195,12,RIGHT,False,7.60112327714034
6,0.02069851800123742,92,14.367497535589333,5.141901969909668,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.71531677246094,54.37346649169922,-78.26155090332031,54.26588821411133,12,RIGHT,False,7.60112327714034
7,0.02328119960937328,102,13.861011453841494,5.092910289764404,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.22098541259766,54.34469223022461,-78.7607421875,54.23741912841797,12,RIGHT,False,7.60112327714034
8,0.025604634393034825,113,13.352787479100698,5.0346784591674805,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.72845458984375,54.31693649291992,-79.30984497070312,54.20610046386719,12,RIGHT,False,7.60112327714034
9,0.02488899012293205,123,12.844580555312472,5.14127779006958,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.23594665527344,54.28985595703125,-79.80903625488281,54.17763137817383,12,RIGHT,False,7.60112327714034
10,0.026856774335334194,133,12.33608730986552,5.107235908508301,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.74364471435547,54.26139450073242,-80.3082275390625,54.1491584777832,12,RIGHT,False,7.60112327714034
