tick,cte,waypoint_idx,distance_to_junction,speed,true_command,injected_command,approaching_junction,in_junction,passed_junction,junction_command_detected,junction_command_applied,early_command_applied,command_released,tick_counter,duration_counter,vehicle_x,vehicle_y,waypoint_x,waypoint_y,tick_delay,test_command,success,max_cte_during_run
1,-0.31506869885269695,32,17.458371479682746,2.3960747718811035,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.61174774169922,54.175941467285156,-75.26641845703125,54.43671417236328,14,RIGHT,False,4.071544894149351
2,-0.43826167739503114,32,17.439585811577597,0.4862227737903595,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.62674713134766,54.06239318847656,-75.26641845703125,54.43671417236328,14,RIGHT,False,4.071544894149351
3,-0.4382764465200447,33,17.384066635356522,0.6537352204322815,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.68212890625,54.05699157714844,-75.31633758544922,54.433868408203125,14,RIGHT,False,4.071544894149351
4,-0.43076420113996183,35,17.306904022213644,0.8337362408638,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.75930786132812,54.05637741088867,-75.41617584228516,54.42817306518555,14,RIGHT,False,4.071544894149351
5,-0.42223901127767016,36,17.213653421482796,0.9725435972213745,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.85258483886719,54.05584716796875,-75.46609497070312,54.42532730102539,14,RIGHT,False,4.071544894149351
6,-0.41274281360339676,39,17.10419119670597,1.1474543809890747,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-73.96208190917969,54.05533981323242,-75.61585235595703,54.416786193847656,14,RIGHT,False,4.071544894149351
7,-0.401714707258662,41,16.979238984316606,1.2873411178588867,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.08708190917969,54.05500411987305,-75.71569061279297,54.41109085083008,14,RIGHT,False,4.071544894149351
8,-0.3893492974240207,44,16.839130039391648,1.438049077987671,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.22725677490234,54.05500030517578,-75.86544799804688,54.402549743652344,14,RIGHT,False,4.071544894149351
9,-0.37533941166048024,47,16.684226018559798,1.585605263710022,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.38224792480469,54.05541229248047,-76.01520538330078,54.39400863647461,14,RIGHT,False,4.071544894149351
10,-0.35956227384783157,50,16.51486763738515,1.72991943359375,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.55171966552734,54.05637741088867,-76.16495513916016,54.385467529296875,14,RIGHT,False,4.071544894149351
11,-0.3419021365967434,54,16.33140340399108,1.8708120584487915,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.7353286743164,54.05802536010742,-76.36463165283203,54.374080657958984,14,RIGHT,False,4.071544894149351
12,-0.3222452440660339,58,16.134205708908166,2.0080807209014893,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-74.93270874023438,54.06050109863281,-76.5643081665039,54.36268997192383,14,RIGHT,False,4.071544894149351
13,-0.3057869939059748,62,15.923518423897931,2.1417548656463623,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.1435317993164,54.061195373535156,-76.76398468017578,54.35130310058594,14,RIGHT,False,4.071544894149351
14,-0.2899395211896904,66,15.699802425288809,2.271746873855591,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.36738586425781,54.06163024902344,-76.96366119384766,54.33991241455078,14,RIGHT,False,4.071544894149351
15,-0.27283541708547493,71,15.463454866191963,2.398127317428589,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.60389709472656,54.06248474121094,-77.2132568359375,54.325679779052734,14,RIGHT,False,4.071544894149351
16,-0.2544042781950262,76,15.214838034307542,2.5210304260253906,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-75.85270690917969,54.06382369995117,-77.46285247802734,54.31144332885742,14,RIGHT,False,4.071544894149351
17,-0.23458967789902224,81,14.95429994254575,2.642651081085205,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.11347198486328,54.06572723388672,-77.71244049072266,54.29720687866211,14,RIGHT,False,4.071544894149351
18,-0.2132662726512176,86,14.684190517035182,2.730478525161743,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.38384246826172,54.06816864013672,-77.9620361328125,54.28297424316406,14,RIGHT,False,4.071544894149351
19,-0.19038342930654714,92,14.40480079934223,2.829890251159668,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.66353607177734,54.07131576538086,-78.26155090332031,54.26588821411133,14,RIGHT,False,4.071544894149351
20,-0.17070476690615793,98,14.115261770625795,2.932523250579834,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-76.95333862304688,54.0728759765625,-78.56106567382812,54.24880599975586,14,RIGHT,False,4.071544894149351
21,-0.15225213416400635,104,13.815536836005949,3.0347375869750977,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.25332641601562,54.07393264770508,-78.86058044433594,54.23172378540039,14,RIGHT,False,4.071544894149351
22,-0.13321182803881168,110,13.505795009612166,3.1349031925201416,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.5633544921875,54.07508087158203,-79.16008758544922,54.21464157104492,14,RIGHT,False,4.071544894149351
23,-0.11357240977818872,116,13.186267932486594,3.2325053215026855,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-77.88319396972656,54.07633590698242,-79.45960235595703,54.19755935668945,14,RIGHT,False,4.071544894149351
24,-0.093325853681649,123,12.85724828184027,3.327357769012451,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.21255493164062,54.07770538330078,-79.80903625488281,54.17763137817383,14,RIGHT,False,4.071544894149351
25,-0.07250152780371888,130,12.518996984655017,3.4193882942199707,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.55117797851562,54.079158782958984,-80.1584701538086,54.15769958496094,14,RIGHT,False,4.071544894149351
26,-0.05656310284726792,137,12.171733935400972,3.5079874992370605,LANEFOLLOW,LANEFOLLOW,False,False,False,False,False,False,False,0,0,-78.89871978759766,54.07786178588867,-80.50789642333984,54.13777160644531,14,RIGHT,False,4.071544894149351
