Timestamp,CrossTrackError,StanleySteeringAngle,PilotNetSteeringAngle,ExecutedSteeringAngle,ExecutedBy,IsCarAtJunction,CurrentRoadOption,X,Y,Z,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,AngularVelX,AngularVelY,AngularVelZ
32.1194663438946,-0.006623892153667236,-0.1508640520355948,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03637123107910156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.21946634538472,-0.006623892153667236,-0.16595045723915428,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.036220550537109375,-1.0954011031572009e-08,-3.027163586466486e-08,-6.103515261202119e-06,-1.0954011031572009e-07,-3.027163586466486e-07,-6.103515261202119e-05,3.253456452512182e-05,-1.5442688891198486e-05,4.4404142585108275e-09
32.31946634687483,-0.006623892153667236,-0.1674590977595102,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03630519658327103,-9.554218527441094e-10,2.4505020235210395e-08,0.0011320400517433882,9.99858968953049e-08,5.477665467878978e-07,0.011381436139345169,1.0962667147396132e-05,4.018331310362555e-06,4.709873735464498e-08
32.41946634836495,-0.006623892153667236,-0.1676099618115458,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.036409035325050354,6.769987237476016e-09,-3.388441172091916e-08,0.0008928966126404703,7.725408579517534e-08,-5.83894347983005e-07,-0.0023914342746138573,1.7187448975164443e-05,5.163321020518197e-06,-3.526148617538638e-08
32.519466349855065,-0.006623892153667236,-0.16762504821674937,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03647777438163757,1.4960816585585235e-08,1.5381546702997184e-08,0.0005251121474429965,8.190829703380587e-08,4.926595806864498e-07,-0.003677844535559416,-5.8339021052233875e-05,1.5369872926385142e-05,-4.5549128913080494e-08
32.61946635134518,-0.006623892153667236,-0.1676265568572697,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03649848699569702,-8.445326660222463e-10,-1.3344697569195318e-09,0.00024120330635923892,-1.5805349562469928e-07,-1.671601665975686e-07,-0.0028390884399414062,8.042071385716554e-06,-7.521194902437855e-07,-3.3821423439661658e-09
32.7194663528353,-0.006623892153667236,-0.16762670772132177,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03652076795697212,-1.0263246918995605e-09,-3.0197815359400693e-09,0.0001979446387849748,-1.8179202587731425e-09,-1.685311801224998e-08,-0.0004325866757426411,-3.5006930829695193e-06,-2.033636064879829e-06,-1.0054489685273893e-08
32.819466354325414,-0.006623892153667236,-0.16762672280772695,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03653579577803612,-9.707177284212776e-10,1.066025401286197e-08,0.0001186561567010358,5.560696347828298e-10,1.3680035237939592e-07,-0.0007928848499432206,-4.674603587773163e-06,-4.351744564701221e-07,2.6538164998868297e-09
32.91946635581553,-0.006623892153667236,-0.1676267243163675,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03654422610998154,2.1891555235242777e-09,-1.60382587210961e-08,6.296157516771927e-05,3.159873074309871e-08,-2.6698512556322385e-07,-0.00055694580078125,1.3938359188614413e-05,2.3674231215409236e-06,-6.3127774119209334e-09
33.019466357305646,-0.006623892153667236,-0.16762672446723154,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03654647618532181,1.9963712905024522e-09,-2.835130352707438e-09,1.7433165339753032e-05,-1.9278423302182546e-09,1.3203128901295713e-07,-0.0004552840837277472,1.6132931705215015e-05,3.7916536257398548e-06,5.0375166260607784e-09
33.11946635879576,-0.006623892153667236,-0.16762672448231794,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03654857724905014,-9.632268316295267e-09,-2.5791706548261573e-08,1.7852782548288815e-05,-1.1628639384753114e-07,-2.2956577083732554e-07,4.19617208535783e-06,4.843189526582137e-05,-1.1648632607830223e-05,1.0192871435776851e-08
33.21946636028588,-0.006623892153667236,-0.16762672448382657,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03655010089278221,3.550752580849803e-09,-1.0675694994688456e-08,1.090049681806704e-05,1.3183020541873702e-07,1.5116012264115852e-07,-6.952285912120715e-05,1.4535989976138808e-05,4.928888301947154e-06,7.017450620594445e-09
33.319466361775994,-0.006623892153667236,-0.16762672448397742,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03655010089278221,3.860504804720222e-09,-2.307731783446343e-08,4.796981556864921e-06,3.0975222387041867e-09,-1.2401622484503605e-07,-6.103515261202119e-05,-2.2441813598561566e-06,8.418658694608894e-07,-4.124189345589002e-08
33.41946636326611,-0.006623892153667236,-0.16762672448399252,,,,False,LANEFOLLOW,-73.67804718017578,54.658119201660156,0.03655170276761055,-1.9905243675566453e-08,4.26510169404537e-08,5.14984139954322e-06,-2.3765748835558043e-07,6.57283351301885e-07,3.5285984267829917e-06,-4.7855031880317256e-05,-2.5672188712633215e-05,-5.4413944461373376e-09
33.51946636475623,-0.0007429208287468785,-0.07673213409439768,,,,False,LANEFOLLOW,-73.75238800048828,54.65370559692383,0.03625938296318054,-1.257058024406433,-0.04053182154893875,7.629394360719743e-08,-12.57058048248291,-0.40531861782073975,-5.073547436040826e-05,0.11734279245138168,0.46429917216300964,-4.436225414276123
33.61946636624634,0.0045354773124457745,-0.058996978329085535,,,,False,LANEFOLLOW,-73.91122436523438,54.63981246948242,0.036151543259620667,-1.7939645051956177,-0.14586545526981354,1.716613724056515e-06,-5.369064807891846,-1.0533363819122314,1.6403197150793858e-05,-0.02675180695950985,0.0029453588649630547,-2.8781135082244873
33.71946636773646,0.005296937309369322,-0.05330829866436051,,,,False,LANEFOLLOW,-74.1033706665039,54.62094497680664,0.03621486574411392,-2.0431935787200928,-0.18129955232143402,1.09672544112982e-06,-2.492290735244751,-0.35434097051620483,-6.198883056640625e-06,0.014565263874828815,-0.113493911921978,-2.617706060409546
33.819466369226575,0.004885766164063596,-0.049610052182031385,,,,False,LANEFOLLOW,-74.3150634765625,54.60032272338867,0.03629840910434723,-2.206974506378174,-0.1938621699810028,5.626678216685832e-07,-1.6378092765808105,-0.12562617659568787,-5.34057608092553e-06,0.023013563826680183,-0.09970796853303909,-2.5135490894317627
33.91946637071669,0.004300715050612385,-0.04622850940381723,,,,False,LANEFOLLOW,-74.54149627685547,54.578895568847656,0.03636207431554794,-2.3427810668945312,-0.20021352171897888,8.869171210790228e-07,-1.3580656051635742,-0.06351351737976074,3.2424929941043956e-06,0.019277047365903854,-0.06016022339463234,-2.467679738998413
34.01946637220681,0.0037908259522080674,-0.04274985909211185,,,,False,LANEFOLLOW,-74.78087615966797,54.5570068359375,0.036403920501470566,-2.4665093421936035,-0.2044895887374878,2.0217894416418858e-06,-1.2372827529907227,-0.04276067018508911,1.134872218244709e-05,0.01474683079868555,-0.028552617877721786,-2.402092456817627
34.11946637369692,0.0033661638228911763,-0.03939520929108686,,,,False,LANEFOLLOW,-75.03235626220703,54.534759521484375,0.036429937928915024,-2.5838372707366943,-0.20811614394187927,3.337860050578456e-07,-1.1732792854309082,-0.036265552043914795,-1.6880034308996983e-05,0.01143656112253666,-0.008262780494987965,-2.307249069213867
34.21946637518704,0.0030130810048008506,-0.036069812202531186,,,,False,LANEFOLLOW,-75.29542541503906,54.51224899291992,0.03644615039229393,-2.696861505508423,-0.21113936603069305,-1.7356871921947459e-06,-1.1302423477172852,-0.030232220888137817,-2.0694731574621983e-05,0.009443596005439758,0.003586723003536463,-2.1982741355895996
34.319466376677155,0.0027268025686896227,-0.03285628687405701,,,,False,LANEFOLLOW,-75.56968688964844,54.48952102661133,0.03645618259906769,-2.80635666847229,-0.21391922235488892,-1.8978118987433845e-06,-1.0949516296386719,-0.027798563241958618,-1.6212470654863864e-06,0.008069152943789959,0.00989912822842598,-2.0723042488098145
34.41946637816727,0.0024600201444011107,-0.02980841999912605,,,,False,LANEFOLLOW,-75.8548355102539,54.46659469604492,0.03646285831928253,-2.912637948989868,-0.2164900302886963,1.4400482086784905e-06,-1.0628128051757812,-0.02570807933807373,3.337860107421875e-05,0.007084946613758802,0.012857526540756226,-1.9362441301345825
