failure_type,max_cte,max_cte_tick,completed_turn,hit_obstacle,continued_straight,continued_left,continued_right,reached_waypoint,min_speed,min_distance_to_alternative,min_distance_to_left,min_distance_to_right,min_distance_to_finish,min_speed_after_start,run_id,command_tested,tick_delay,command_duration,csv_file
exceeded_cte_and_continued_straight,"0      27.577364
1      27.577364
2      27.577364
3      27.577364
4      27.577364
         ...    
115    27.577364
116    27.577364
117    27.577364
118    27.577364
119    27.577364
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,1.5414364337921145,1.5262402170275835,10.684438655143104,14.771974104706533,14.771974104706533,4.020869731903076,2,RIGHT,0,1,run_1.csv
exceeded_cte_and_continued_straight,"0      35.812366
1      35.812366
2      35.812366
3      35.812366
4      35.812366
         ...    
115    35.812366
116    35.812366
117    35.812366
118    35.812366
119    35.812366
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.984227657318115,0.30497312473569543,14.1835046530981,13.025176583446841,13.025176583446841,4.984227657318115,3,RIGHT,0,2,run_1.csv
exceeded_cte_and_continued_straight,"0      35.833802
1      35.833802
2      35.833802
3      35.833802
4      35.833802
         ...    
115    35.833802
116    35.833802
117    35.833802
118    35.833802
119    35.833802
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.984803676605225,0.25519349189327195,14.683889529707205,12.31228338284588,12.31228338284588,4.984803676605225,4,RIGHT,0,3,run_1.csv
exceeded_cte_and_continued_straight,"0      35.838715
1      35.838715
2      35.838715
3      35.838715
4      35.838715
         ...    
115    35.838715
116    35.838715
117    35.838715
118    35.838715
119    35.838715
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.984342575073242,0.2878503322195269,14.819299825511607,12.232715325327645,12.232715325327645,4.984342575073242,5,RIGHT,0,4,run_1.csv
exceeded_cte_and_continued_straight,"0      35.842133
1      35.842133
2      35.842133
3      35.842133
4      35.842133
         ...    
115    35.842133
116    35.842133
117    35.842133
118    35.842133
119    35.842133
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.991126537322998,0.2535148705914298,14.886768830720992,12.18055882913533,12.18055882913533,4.991126537322998,6,RIGHT,0,5,run_1.csv
exceeded_cte_and_continued_straight,"0      35.886737
1      35.886737
2      35.886737
3      35.886737
4      35.886737
         ...    
115    35.886737
116    35.886737
117    35.886737
118    35.886737
119    35.886737
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.9605631828308105,0.23290166115238073,15.0454042337687,12.174626408214516,12.174626408214516,4.9605631828308105,7,RIGHT,0,6,run_1.csv
exceeded_cte_and_continued_straight,"0      35.960549
1      35.960549
2      35.960549
3      35.960549
4      35.960549
         ...    
115    35.960549
116    35.960549
117    35.960549
118    35.960549
119    35.960549
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.983877658843994,0.15937210407910166,15.047187796926544,12.419170851904463,12.419170851904463,4.983877658843994,8,RIGHT,0,7,run_1.csv
exceeded_cte_and_continued_straight,"0      35.92616
1      35.92616
2      35.92616
3      35.92616
4      35.92616
         ...   
115    35.92616
116    35.92616
117    35.92616
118    35.92616
119    35.92616
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.974211692810059,0.18436108429854578,14.711282094791109,12.80250645042503,12.80250645042503,4.974211692810059,9,RIGHT,0,8,run_1.csv
exceeded_cte_and_continued_straight,"0      35.82622
1      35.82622
2      35.82622
3      35.82622
4      35.82622
         ...   
115    35.82622
116    35.82622
117    35.82622
118    35.82622
119    35.82622
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.984519481658936,0.24293779901636883,15.439281757134879,11.731188235708741,11.731188235708741,4.984519481658936,10,RIGHT,0,9,run_1.csv
exceeded_cte_and_continued_straight,"0      35.809688
1      35.809688
2      35.809688
3      35.809688
4      35.809688
         ...    
115    35.809688
116    35.809688
117    35.809688
118    35.809688
119    35.809688
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.990978240966797,0.22459820351600912,15.730443724697265,11.675941264123779,11.675941264123779,4.990978240966797,11,RIGHT,0,10,run_1.csv
exceeded_cte_and_continued_straight,"0      35.479787
1      35.479787
2      35.479787
3      35.479787
4      35.479787
         ...    
115    35.479787
116    35.479787
117    35.479787
118    35.479787
119    35.479787
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.999375343322754,0.24568785225178058,16.21332584680533,10.710095305043192,10.710095305043192,4.999375343322754,12,RIGHT,0,11,run_1.csv
exceeded_cte_and_continued_straight,"0      35.61887
1      35.61887
2      35.61887
3      35.61887
4      35.61887
         ...   
115    35.61887
116    35.61887
117    35.61887
118    35.61887
119    35.61887
Name: max_cte_during_run, Length: 120, dtype: float64",120,False,False,True,False,False,True,4.976924896240234,0.06482224549930671,16.03669233816405,11.331297698717544,11.331297698717544,4.976924896240234,13,RIGHT,0,12,run_1.csv
